,titulo,titulo_original,ano,duracao,diretor,roteirista,elenco,nota,num_votos,sinopse,genero,verba,receita
1436,Zodíaco,Zodiac,2007,157,['David Fincher'],"['James Vanderbilt', 'Robert Graysmith']","['Jake Gyllenhaal', 'Robert Downey Jr.', 'Mark Ruffalo']",7.7,619000.0,"No final dos anos 1960 e início dos anos 1970, um cartunista de São Francisco se torna um detetive obcecado em rastrear o Assassino do Zodíaco, um indivíduo não identificado que aterroriza o norte da Califórnia com uma matança.","['Policial', 'Drama', 'Mistério', 'Suspense']",65000000,84786496
1437,Juno,Juno,2007,96,['Jason Reitman'],['Diablo Cody'],"['Elliot Page', 'Michael Cera', 'Jennifer Garner']",7.4,557000.0,"Quando Juno fica grávida não planejada por seu melhor amigo, Bleeker, a jovem não convencional decide tomar um caminho incomum para encontrar um par de pais adotivos adequado para criar seu filho por nascer.","['Comédia', 'Drama']",7500000,232373066
1438,Chumbo Grosso,Hot Fuzz,2007,121,['Edgar Wright'],"['Edgar Wright', 'Simon Pegg']","['Simon Pegg', 'Nick Frost', 'Martin Freeman']",7.8,546000.0,Um policial experiente de Londres é transferido para uma pequena cidade com um segredo obscuro.,"['Ação', 'Comédia', 'Mistério', 'Suspense']",0,0
1439,O Gângster,American Gangster,2007,157,['Ridley Scott'],"['Steven Zaillian', 'Mark Jacobson']","['Denzel Washington', 'Russell Crowe', 'Chiwetel Ejiofor']",7.8,464000.0,"Um policial de Nova Iorque debe acabar com o narcotraficante de Harlem, o Frank Lucas.","['Biografia', 'Policial', 'Drama']",100000000,269755430
1440,Duro de Matar 4.0,Live Free or Die Hard,2007,128,['Len Wiseman'],"['John Carlin', 'Roderick Thorp', 'Mark Bomback']","['Bruce Willis', 'Justin Long', 'Timothy Olyphant']",7.1,425000.0,John McClane e um jovem hacker unem forças para derrubar o mestre ciberterrorista Thomas Gabriel em Washington D.C.,"['Ação', 'Suspense']",110000000,388156011
1441,Sweeney Todd: O Barbeiro Demoníaco da Rua Fleet,Sweeney Todd: The Demon Barber of Fleet Street,2007,116,['Tim Burton'],"['John Logan', 'Hugh Wheeler', 'Christopher Bond']","['Johnny Depp', 'Helena Bonham Carter', 'Alan Rickman']",7.3,394000.0,"Ele conta a história infame de Benjamin Barker, que estabelece um salão de cabeleireiro em Londres, que é na verdade a base de uma associação sinistra com sua companheira a Sra. Lovett.","['Drama', 'Terror', 'Musical', 'Suspense']",50000000,153384272
1442,Ligeiramente Grávidos,Knocked Up,2007,129,['Judd Apatow'],['Judd Apatow'],"['Seth Rogen', 'Katherine Heigl', 'Paul Rudd']",6.9,389000.0,"Para o divertidíssimo Ben Stone, a última coisa que ele esperava era que seu caso de uma noite aparecesse oito semanas mais tarde em sua casa para lhe dizer que estava grávida de seu filho.","['Comédia', 'Romance']",30000000,219922417
1443,Treze Homens e um Novo Segredo,Ocean's Thirteen,2007,122,['Steven Soderbergh'],"['Brian Koppelman', 'David Levien', 'George Clayton Johnson']","['George Clooney', 'Brad Pitt', 'Matt Damon']",6.9,373000.0,"Danny Ocean reúne os rapazes para um terceiro assalto após o dono do cassino Willy Bank trair um dos onze originais, Reuben Tishkoff.","['Policial', 'Suspense']",85000000,311312624
1444,Atirador,Shooter,2007,124,['Antoine Fuqua'],"['Stephen Hunter', 'Jonathan Lemkin']","['Mark Wahlberg', 'Michael Peña', 'Rhona Mitra']",7.1,362000.0,"Um atirador que vive no exílio é persuadido a voltar à ação depois de saber de uma conspiração para matar o presidente. Após ser traído pela tentativa e ter fugido, ele se dirige ao verdadeiro assassino e à verdade.","['Ação', 'Drama', 'Suspense']",61000000,95696996
1445,Os Simpsons: O Filme,The Simpsons Movie,2007,87,['David Silverman'],"['James L. Brooks', 'Matt Groening', 'Al Jean']","['Dan Castellaneta', 'Julie Kavner', 'Nancy Cartwright']",7.3,355000.0,"Depois que Homero contamina o abastecimento de água da cidade, Springfield é fechada em uma cúpula gigante pela EPA e os Simpsons são declarados fugitivos.","['Animação', 'Aventura', 'Comédia']",75000000,536414293
1446,O Nevoeiro,The Mist,2007,126,['Frank Darabont'],"['Frank Darabont', 'Stephen King']","['Thomas Jane', 'Marcia Gay Harden', 'Laurie Holden']",7.1,351000.0,Uma misteriosa névoa cheia de criaturas sobrenaturais paira sobre uma pequena cidade após uma tempestade e um grupo de moradores locais precisa lutar por suas vidas enquanto estão presos dentro de um supermercado.,"['Terror', 'Ficção científica', 'Suspense']",18000000,57470220
1447,Shrek Terceiro,Shrek the Third,2007,93,"['Chris Miller', 'Raman Hui']","['William Steig', 'Andrew Adamson', 'Jeffrey Price']","['Mike Myers', 'Cameron Diaz', 'Eddie Murphy']",6.1,340000.0,"Quando seu sogro adoece, Shrek é considerado o herdeiro de Far, Far Away. Shrek, que não desiste de seu pântano, quer que Artie seja o novo rei. A princesa Fiona, no entanto, reúne umas meninas para se defender do príncipe encantado.","['Animação', 'Aventura', 'Comédia', 'Família', 'Fantasia', 'Romance']",160000000,808308862
1448,Os Indomáveis,3:10 to Yuma,2007,122,['James Mangold'],"['Halsted Welles', 'Michael Brandt', 'Derek Haas']","['Russell Crowe', 'Christian Bale', 'Ben Foster']",7.6,338000.0,Um pequeno fazendeiro concorda em manter um homem capturado enquanto espera um trem para ir ao tribunal em Yuma. Uma batalha de vontades começa enquanto esse homem tenta enganar o fazendeiro.,"['Ação', 'Policial', 'Drama', 'Faroeste']",55000000,70016220
1449,À Prova de Morte,Death Proof,2007,127,['Quentin Tarantino'],['Quentin Tarantino'],"['Kurt Russell', 'Zoë Bell', 'Rosario Dawson']",7.0,320000.0,"Dois grupos separados de mulheres voluptuosas são perseguidas em diferentes ocasiões por um especialista com cicatrizes que usa seus carros ""à prova de morte"" para executar seus planos assassinos.","['Ação', 'Drama', 'Suspense']",0,0
1450,Batman: O Cavaleiro das Trevas,The Dark Knight,2008,152,['Christopher Nolan'],"['Jonathan Nolan', 'Christopher Nolan', 'David S. Goyer']","['Christian Bale', 'Heath Ledger', 'Aaron Eckhart']",9.0,3000000.0,"Agora com a ajuda do tenente Jim Gordon e do promotor público Harvey Dent, Batman tem tudo para banir o crime de Gotham City de uma vez por todas. Mas em breve, os três serão vítimas do Coringa, que pretende lançar Gotham em uma anarquia.","['Ação', 'Policial', 'Drama', 'Suspense']",185000000,1009053678
1451,WALL·E,WALL·E,2008,98,['Andrew Stanton'],"['Andrew Stanton', 'Pete Docter', 'Jim Reardon']","['Ben Burtt', 'Elissa Knight', 'Jeff Garlin']",8.4,1200000.0,"Num futuro distante, um pequeno robô faz uma viagem que decidirá o destino da humanidade.","['Animação', 'Aventura', 'Família', 'Ficção científica']",180000000,527403656
1452,Homem de Ferro,Iron Man,2008,126,['Jon Favreau'],"['Mark Fergus', 'Hawk Ostby', 'Art Marcum']","['Robert Downey Jr.', 'Gwyneth Paltrow', 'Terrence Howard']",7.9,1200000.0,"Depois de ficar preso em uma caverna afegã, o engenheiro multimilionário Tony Stark cria uma armadura única para combater o mal.","['Ação', 'Aventura', 'Ficção científica']",140000000,585796247
1453,Quem Quer Ser um Milionário?,Slumdog Millionaire,0,0,"['Danny Boyle', 'Loveleen Tandan']","['Simon Beaufoy', 'Vikas Swarup']","['Dev Patel', 'Freida Pinto', 'Saurabh Shukla']",8.0,887000.0,"Um adolescente de Mumbai reflete sobre sua vida depois de ser acusado de enganar a versão indiana de ""Quem quer ser um milionário?""","['Policial', 'Drama', 'Romance']",15000000,378411362
1454,Gran Torino,Gran Torino,2008,116,['Clint Eastwood'],"['Nick Schenk', 'Dave Johannson']","['Clint Eastwood', 'Bee Vang', 'Christopher Carley']",8.1,828000.0,"Walt Kowalski, um ranzinza veterano da guerra da Coreia, tenta dar uma lição em seu vizinho quando este tentar roubar seu bem mais precioso: um Gran Torino de 1972.",['Drama'],33000000,269958228
1455,O Curioso Caso de Benjamin Button,The Curious Case of Benjamin Button,2008,166,['David Fincher'],"['Eric Roth', 'Robin Swicord', 'F. Scott Fitzgerald']","['Brad Pitt', 'Cate Blanchett', 'Tilda Swinton']",7.8,710000.0,"Conta a história de Benjamin Button, um homem que ""envelhece"" de trás para frente, com consequências surpreendentes.","['Drama', 'Fantasia', 'Romance']",150000000,335802786
1456,Busca Implacável,Taken,2008,90,['Pierre Morel'],"['Luc Besson', 'Robert Mark Kamen']","['Liam Neeson', 'Maggie Grace', 'Famke Janssen']",7.7,646000.0,"Um agente aposentado da CIA viaja pela Europa e confia em suas antigas habilidades para salvar sua filha, que foi sequestrada durante uma viagem a Paris.","['Ação', 'Policial', 'Suspense']",25000000,226837760
1457,Kung Fu Panda,Kung Fu Panda,2008,92,"['Mark Osborne', 'John Stevenson']","['Jonathan Aibel', 'Glenn Berger', 'Ethan Reiff']","['Jack Black', 'Ian McShane', 'Angelina Jolie']",7.6,538000.0,"O Dragon Warrior tem que enfrentar o selvagem Tai Lung, o destino da China está em jogo. O pânico se espalha quando o manto do Guerreiro Dragão é concedido a um jovem panda gordo nas artes marciais.","['Animação', 'Ação', 'Aventura', 'Comédia', 'Família', 'Fantasia']",130000000,632091832
1458,O Incrível Hulk,The Incredible Hulk,2008,112,['Louis Leterrier'],"['Zak Penn', 'Stan Lee', 'Jack Kirby']","['Edward Norton', 'Liv Tyler', 'Tim Roth']",6.6,534000.0,Bruce Banner é um cientista que fuge do governo dos Estados Unidos e deberá encontrar a cura para a besta o quem se converte quando perde seu temperamento.,"['Ação', 'Aventura', 'Ficção científica']",150000000,264770996
1459,Hancock,Hancock,2008,92,['Peter Berg'],"['Vy Vincent Ngo', 'Vince Gilligan']","['Will Smith', 'Charlize Theron', 'Jason Bateman']",6.4,522000.0,"Hancok é um herói que causa mais danhos que logros, mas sua vida muda quando uma pessoa que ele salba, tenta lhe mudar seu estilo de vida.","['Ação', 'Comédia', 'Drama', 'Fantasia']",150000000,629443428
1460,Indiana Jones e o Reino da Caveira de Cristal,Indiana Jones and the Kingdom of the Crystal Skull,2008,122,['Steven Spielberg'],"['David Koepp', 'George Lucas', 'Jeff Nathanson']","['Harrison Ford', 'Cate Blanchett', 'Shia LaBeouf']",6.2,498000.0,Indiana Jones se envolve em uma conspiração soviética para descobrir o segredo por trás de artefatos misteriosos conhecidos como as Caveiras de Cristal.,"['Ação', 'Aventura']",185000000,786636033
1461,Crepúsculo,Twilight,2008,122,['Catherine Hardwicke'],"['Melissa Rosenberg', 'Stephenie Meyer']","['Kristen Stewart', 'Robert Pattinson', 'Billy Burke']",5.3,497000.0,"Quando Bella Swan se muda para uma pequena cidade no Noroeste Pacífico dos Estados Unidos, ela se apaixona por Edward Cullen, um misterioso colega de classe que se revela um vampiro.","['Drama', 'Fantasia', 'Romance']",37000000,408496327
1462,Guerra ao Terror,The Hurt Locker,2008,131,['Kathryn Bigelow'],['Mark Boal'],"['Jeremy Renner', 'Anthony Mackie', 'Brian Geraghty']",7.5,480000.0,"Durante a guerra do Iraque, um sargento recentemente designado para um esquadrão de bombas do exército é confrontado por seus companheiros de esquadrão por causa de sua maneira inconformista de lidar com seu trabalho.","['Drama', 'Suspense', 'Guerra']",15000000,49259766
1463,007 - Quantum of Solace,Quantum of Solace,2008,106,['Marc Forster'],"['Paul Haggis', 'Neal Purvis', 'Robert Wade']","['Daniel Craig', 'Olga Kurylenko', 'Mathieu Amalric']",6.5,478000.0,James Bond tenta impedir que uma organização elimine o recurso mais valioso de um país.,"['Ação', 'Aventura', 'Mistério', 'Suspense']",200000000,589593688
1464,Na Mira do Chefe,In Bruges,2008,107,['Martin McDonagh'],['Martin McDonagh'],"['Colin Farrell', 'Brendan Gleeson', 'Ciarán Hinds']",7.9,471000.0,"Sentindo-se culpados por um trabalho que deu errado, o assassino Ray e seu parceiro aguardam ordens de seu chefe implacável em Bruges, Bélgica, o último lugar no mundo que Ray deseja estar.","['Comédia', 'Policial', 'Drama', 'Suspense']",15000000,38938097
1465,Trovão Tropical,Tropic Thunder,2008,107,['Ben Stiller'],"['Justin Theroux', 'Ben Stiller', 'Etan Cohen']","['Ben Stiller', 'Jack Black', 'Robert Downey Jr.']",7.1,459000.0,"Através de uma série de eventos estranhos, um grupo de atores que filmam um filme de guerra de grande orçamento são forçados a se tornarem os soldados que estão retratando.","['Ação', 'Comédia', 'Guerra']",92000000,195703351
1466,Cloverfield: Monstro,Cloverfield,2008,85,['Matt Reeves'],['Drew Goddard'],"['Mike Vogel', 'Jessica Lucas', 'Lizzy Caplan']",7.0,428000.0,Um grupo de amigos se aventura nas ruas de Nova York em uma missão de resgate durante o ataque violento de um monstro.,"['Ação', 'Terror', 'Ficção científica', 'Suspense']",25000000,172394180
1467,O Procurado,Wanted,2008,110,['Timur Bekmambetov'],"['Michael Brandt', 'Derek Haas', 'Chris Morgan']","['Angelina Jolie', 'James McAvoy', 'Morgan Freeman']",6.7,415000.0,Um trabalhador frustrado descobre que ele é o filho de um assassino profissional e que ele compartilha as habilidades sobre-humanas de seu pai para matar.,"['Ação', 'Policial', 'Suspense']",75000000,342463063
1468,Sim Senhor,Yes Man,2008,104,['Peyton Reed'],"['Nicholas Stoller', 'Jarrad Paul', 'Andrew Mogel']","['Jim Carrey', 'Zooey Deschanel', 'Bradley Cooper']",6.8,389000.0,"Carl Allen entra num programa de auto-ajuda baseado num único princípio: dizer ""sim"" a tudo e a qualquer coisa. No começo, ele vê a sua vida virar de cabeça para baixo mas logo começa a perceber infinitas possibilidades.","['Comédia', 'Romance']",70000000,223241637
1469,Segurando as Pontas,Pineapple Express,2008,111,['David Gordon Green'],"['Seth Rogen', 'Evan Goldberg', 'Judd Apatow']","['Seth Rogen', 'James Franco', 'Gary Cole']",6.9,362000.0,Um servidor de processo e seu traficante de maconha acabam fugindo de assassinos e um policial corrupto depois de testemunhar o chefe de seu traficante assassinar um homem.,"['Ação', 'Comédia', 'Policial']",27000000,101624843
1470,Queime Depois de Ler,Burn After Reading,2008,96,"['Ethan Coen', 'Joel Coen']","['Joel Coen', 'Ethan Coen']","['Brad Pitt', 'Frances McDormand', 'George Clooney']",7.0,360000.0,Um disco contendo informações misteriosas de um agente da CIA acaba nas mãos de dois homens inescrupulosos de uma academia que tentarão vendê-lo.,"['Comédia', 'Policial', 'Drama', 'Suspense']",37000000,163728902
1471,Jumper,Jumper,2008,88,['Doug Liman'],"['David S. Goyer', 'Jim Uhls', 'Simon Kinberg']","['Hayden Christensen', 'Samuel L. Jackson', 'Jamie Bell']",6.1,328000.0,Um adolescente com habilidades de teletransporte de repente se encontra no meio de uma antiga guerra entre pessoas como ele e seus aniquiladores jurados.,"['Ação', 'Aventura', 'Ficção científica', 'Suspense']",85000000,225132113
1472,Quase Irmãos,Step Brothers,2008,98,['Adam McKay'],"['Will Ferrell', 'Adam McKay', 'John C. Reilly']","['Will Ferrell', 'John C. Reilly', 'Mary Steenburgen']",6.9,326000.0,Dois perdedores de meia-idade sem objetivo que ainda vivem em casa são forçados contra sua vontade a se tornarem companheiros de quarto quando seus pais se casam.,['Comédia'],65000000,128110667
1473,O Lutador,The Wrestler,2008,109,['Darren Aronofsky'],['Robert Siegel'],"['Mickey Rourke', 'Marisa Tomei', 'Evan Rachel Wood']",7.9,323000.0,"Um lutador profissional decadente precisa se aposentar, mas descobre que sua busca por uma nova vida fora do ringue é uma luta desanimadora.","['Drama', 'Esportes']",6000000,44734660
1474,Sete Vidas,Seven Pounds,2008,123,['Gabriele Muccino'],['Grant Nieporte'],"['Will Smith', 'Rosario Dawson', 'Woody Harrelson']",7.6,319000.0,Um homem com un terrível segredo va numa viagem de redenção que vai mudar a vida de sete desconhecidos.,"['Drama', 'Mistério', 'Suspense']",55000000,169748929
1475,Bastardos Inglórios,Inglourious Basterds,2009,153,['Quentin Tarantino'],['Quentin Tarantino'],"['Brad Pitt', 'Diane Kruger', 'Eli Roth']",8.4,1600000.0,"Na França ocupada pelos nazistas durante a Segunda Guerra Mundial, um plano para assassinar líderes nazistas por parte de um grupo de soldados judeus dos EUA coincide com os planos de vingança da dona de uma sala de cinema.","['Aventura', 'Drama', 'Guerra']",70000000,321460456
1476,Avatar,Avatar,2009,162,['James Cameron'],['James Cameron'],"['Sam Worthington', 'Zoe Saldana', 'Sigourney Weaver']",7.9,1400000.0,Um militar paraplégico despachado para a lua Pandora em uma missão única fica dividido entre seguir suas ordens e proteger o mundo que ele sente ser sua casa.,"['Ação', 'Aventura', 'Fantasia', 'Ficção científica']",237000000,2923706026
1477,Up - Altas Aventuras,Up,2009,96,"['Pete Docter', 'Bob Peterson']","['Pete Docter', 'Bob Peterson', 'Tom McCarthy']","['Edward Asner', 'Jordan Nagai', 'John Ratzenberger']",8.3,1200000.0,"Carl Fredricksen, de 78 anos, viaja para a América do Sul com sua casa, inadvertidamente levando um menino com ele.","['Animação', 'Aventura', 'Comédia', 'Drama', 'Família']",175000000,735102136
1478,"Se Beber, Não Case!",The Hangover,2009,100,['Todd Phillips'],"['Jon Lucas', 'Scott Moore']","['Zach Galifianakis', 'Bradley Cooper', 'Justin Bartha']",7.7,868000.0,"Após uma festa de despedida de solteiro de arromba, três padrinhos de casamento acordam em um quarto de hotel em Las Vegas e descobrem que o noivo desapareceu sem se conseguirem lembrar de nada.",['Comédia'],35000000,469328922
1479,Distrito 9,District 9,2009,112,['Neill Blomkamp'],"['Neill Blomkamp', 'Terri Tatchell']","['Sharlto Copley', 'David James', 'Jason Cope']",7.9,727000.0,"Uma raça extraterrestre é forçada a viver em condições terríveis na Terra, até que encontram um agente do governo que foi exposto à sua biotecnologia.","['Ação', 'Ficção científica', 'Suspense']",30000000,210888950
